"Sequence No." "V" "D" "air density" "Humidity" "I" "S_a" "S_b" "y (% relative to rated power)"
"5964" 12.58812 284.9162 1.26143894782927 75.817193 0.0420981846375789 0.253881832389527 0.252657491478364 64.2266666666667
"5965" 12.3593 286.1183 1.26106980926635 75.136993 0.051636532813347 0.259811877953154 0.21686597475482 68.0366666666667
"5966" 11.85157 286.0725 1.26188685410807 76.604908 0.0314595534600057 0.2736404487405 0.257719138248522 71.8733333333333
"5967" 11.63883 287.5626 1.26277679818117 76.560869 0.0315371304503975 0.267930455333582 0.263024974468616 80.3466666666667
"5968" 11.19131 288.5884 1.26270432598526 76.416857 0.037523319432667 0.352456283602252 0.284883694098009 82.0033333333333
"5969" 11.47447 291.2982 1.26220236298452 74.895579 0.0312136072515768 0.321695151833088 0.278264755664419 81.24
"5970" 11.28457 290.201 1.26221991796676 74.584737 0.0323606039042693 0.278787872026798 0.277257652605544 82.32
"5971" 11.23399 291.5616 1.26309722216697 75.632907 0.035126700308617 0.319736008496115 0.256853100299995 82.7866666666667
"5972" 11.54234 291.3742 1.26391571435337 76.242293 0.0338396460336466 0.308698808558488 0.245450490047475 89.7
"5973" 11.9052 290.9716 1.26434206522869 77.258132 0.0442477740819138 0.3187718417949 0.250003092391532 94.5233333333333
"5974" 12.48627 290.989 1.26377809193671 76.110578 0.0267647423930445 0.306489672006235 0.257718074624367 79.7333333333333
"5975" 12.21936 289.7562 1.26353453305216 75.206817 0.0245627266894502 0.286510721612128 0.266844091438629 84.4066666666667
"5976" 11.93943 288.8912 1.26382292922645 75.61208 0.0429541778795135 0.283630108176626 0.246450781924907 79.1833333333333
"5977" 12.67441 290.8998 1.26444608067522 76.475576 0.0475747352342239 0.340028105083123 0.24758466006309 82.0366666666667
"5978" 13.41836 293.1388 1.26477266563668 75.701346 0.0322307420578968 0.312007330979494 0.23314659141188 87.4233333333333
"5979" 13.15718 295.5927 1.26396066631416 74.109846 0.0307085104862896 0.278509564601286 0.235814216759506 82.8166666666667
"5980" 12.844 292.1934 1.26407759417858 74.676383 0.030102919651199 0.315821738598614 0.250556570209224 78.9966666666667
"5981" 12.84799 289.8163 1.2654243285067 76.429817 0.03178167168561 0.298378637336281 0.243456998915468 85.1666666666667
"5982" 12.95708 291.6226 1.26559887622024 77.605473 0.0314731714244259 0.291156406761971 0.236205774189944 90.41
"5983" 12.62942 292.003 1.26666609971232 78.705819 0.0305230564824038 0.313258181693981 0.230350403400374 91.0666666666667
"5984" 12.7064 290.5317 1.26634880488693 77.765557 0.0333563952024177 0.297591932525487 0.264929575402274 89.2766666666667
"5985" 12.5788 288.9646 1.26602583830223 77.539617 0.0325110741883168 0.244175525689362 0.250068218979367 94.9333333333333
"5986" 12.54168 289.6961 1.26638215010213 78.109725 0.0287328412142552 0.249670414334947 0.22914671515665 95.35
"5987" 12.49044 291.2866 1.26678120844324 78.452504 0.028862994418131 0.255637114973886 0.243309440632367 95.6866666666667
"5988" 12.87103 292.2523 1.26696521004357 78.524113 0.0355785900584491 0.255027880889954 0.220039858754621 94.0033333333333
"5989" 13.13211 293.7687 1.26762877330152 78.416994 0.0278478706011448 0.232487045990942 0.222941526644969 93.7333333333333
"5990" 12.68546 289.7331 1.26794247969367 79.812706 0.0420818165048804 0.258907288954064 0.231392207590879 89.8533333333333
"5991" 13.05126 289.2166 1.26887103078873 80.953715 0.0326336537621655 0.23706446097004 0.209177953159326 86.46
"5992" 12.96822 287.6613 1.2691475249134 81.304625 0.0346999588224136 0.285113260999721 0.230648101533288 84.81
"5993" 12.99345 287.451 1.2689684634675 80.607367 0.0353761087317071 0.279485101663163 0.21105991644282 81.2766666666667
"5994" 13.01406 287.2655 1.26864236371947 80.492905 0.0349102585972402 0.231107998865008 0.216137285778155 80.6233333333333
"5995" 12.88028 289.2107 1.26934502752843 80.510561 0.0353241699714602 0.2456271993516 0.215567630005464 88.5066666666667
"5996" 12.74499 288.1279 1.26918943099263 81.024928 0.0371350075598333 0.227522696139734 0.189281022523788 87.7133333333333
"5997" 12.50474 289.0576 1.27039240279231 81.91322 0.0334438061087236 0.222290686759454 0.204209487317174 89.29
"5998" 12.23049 289.4147 1.27036867792434 82.637061 0.0349250929439458 0.242206875922708 0.195255587974066 87.17
"5999" 12.18125 293.22 1.2704214040741 82.57537 0.0327067172909184 0.242223827092762 0.214997661007932 75.33
"6000" 12.09291 295.7746 1.27046158143751 82.550573 0.0386912165888938 0.237752176790978 0.203217697065 70.3466666666667
"6001" 12.02426 296.2838 1.27075211432515 82.982221 0.0345642060301424 0.261389939789242 0.219348760127916 70.62
"6002" 12.13366 294.9265 1.27101994312661 83.214704 0.0314706609547325 0.275719509390944 0.20361207117997 91.3333333333333
"6003" 12.26364 293.2966 1.27075894727415 82.982417 0.0390160099285367 0.28095385184059 0.217068542993783 93.6
"6004" 12.5816 295.3398 1.27131057728991 82.498995 0.0354785639346347 0.242118896048714 0.211736140945278 84.3366666666667
"6005" 12.21214 293.2157 1.27100216305763 82.299241 0.048461776560046 0.2588755612804 0.203297773635886 85.0366666666667
"6006" 11.4948 287.8998 1.27191899875319 83.152813 0.0448452865643595 0.248685505069325 0.195261151456485 78.2266666666667
"6007" 10.93301 290.3969 1.27213869165667 83.708839 0.0448054744301889 0.281975328844771 0.198923354714046 80.2166666666667
"6008" 11.14089 287.3891 1.27240614817906 83.955408 0.0541832654303202 0.268855155105644 0.225880905267424 76.34
"6009" 12.8934 292.4224 1.2722429462584 83.051052 0.0528007973071494 0.173093823829775 0.215219878821836 80.34
"6010" 13.43536 295.1248 1.27134678183832 81.581153 0.0457723648640602 0.213217590487235 0.194566005238375 80.81
"6011" 12.20853 292.9978 1.27227795009012 82.58628 0.0450020518440795 0.228700875704709 0.19217085451564 82.4833333333333
"6012" 12.22186 294.8993 1.27249522800565 82.696371 0.0359764225739781 0.203358355421686 0.193006333375734 75.0133333333333
"6013" 12.38429 297.4644 1.27240041030676 82.426794 0.0306956636189882 0.192413269500557 0.201349365071996 79.0766666666667
"6014" 12.26421 297.5611 1.27236738942346 82.436512 0.0381491592202025 0.208878756217994 0.198469515212718 81.17
"6015" 11.41606 295.6638 1.27358037830828 83.786997 0.0351470034320072 0.249358161447244 0.182997749281084 83.4666666666667
"6016" 11.59751 297.525 1.27411449254571 84.134334 0.0383709261729457 0.290549223177345 0.208264341917142 83.19
"6017" 12.06851 298.8624 1.27325673042448 83.411486 0.0396037373296289 0.244641044178536 0.205411994700977 82.54
"6018" 12.49053 299.4083 1.27370372659075 83.489445 0.0417391735979178 0.19526996615351 0.207566358799277 81.5466666666667
"6019" 12.40476 298.6382 1.27372400935414 83.363879 0.0441191607092761 0.19451215913596 0.203050213121655 78.9
"6020" 11.67958 298.0506 1.27456198265104 83.450762 0.0621669443593006 0.256624455050935 0.20603241671801 79.28
"6021" 12.17599 301.7722 1.27480411761698 83.666785 0.0519959526904999 0.190754269221132 0.179334761860011 75.1366666666667
"6022" 12.08447 303.0356 1.27417985063885 83.4097 0.0456668186523695 0.190163008957211 0.206344266279336 76.05
"6023" 11.84786 305.3688 1.27492046478562 83.715979 0.049099542026999 0.208867825702297 0.179500544692449 75.8666666666667
"6024" 12.30308 308.2201 1.27476161165704 83.376774 0.0395102283330678 0.209973918127938 0.198001829973725 76.6066666666667
"6025" 12.21142 307.2446 1.27419403954362 82.862208 0.0399275268560086 0.179820718269958 0.188831114593083 74.71
"6026" 11.87167 307.3594 1.27475591373281 83.034192 0.0409608336485094 0.192495176720486 0.185789261568279 80.5333333333333
"6027" 11.68993 307.3974 1.2748988158708 83.149642 0.0369836774043985 0.19449922406877 0.211839204643654 75.13
"6028" 11.33277 305.472 1.27560811553122 83.527929 0.0319605268614822 0.201687876679706 0.196488962825765 77.4033333333333
"6029" 11.48699 306.1611 1.27567405265987 84.077604 0.0346341730949535 0.196411940541078 0.196551337760193 69.3733333333333
"6030" 11.50829 304.5441 1.27627672927945 84.342425 0.0274584929646368 0.208400539816888 0.202670206380724 66.14
"6031" 11.57156 306.2185 1.27554594442355 84.041499 0.0432915527379195 0.204620382550566 0.190427557064407 63.5566666666667
"6032" 11.31761 306.0957 1.27620524134122 83.900859 0.0343579430639508 0.245009373332735 0.208938213548212 64.2466666666667
"6033" 11.52586 308.8675 1.27615081534948 84.036144 0.041413447673319 0.252959588937338 0.221200134652815 78.06
"6034" 11.42507 311.5836 1.275520652248 82.989759 0.0628820304820889 0.186983307128322 0.219408530084788 78.19
"6035" 11.70047 309.2461 1.27592860191185 82.647178 0.0394643975840287 0.199477992137737 0.206832612278553 61.2633333333333
"6036" 11.65017 308.2556 1.27575308562738 82.595601 0.0508022801384014 0.129318540044998 0.205518731236833 65.76
"6037" 11.37614 304.1179 1.27699524165846 83.945094 0.0271244640097608 0.160114680491776 0.180163344938661 78.5066666666667
"6038" 11.06404 301.3904 1.27666402316837 84.705238 0.025856522572225 0.189311715948739 0.201269865653727 79.7
"6039" 11.38209 302.586 1.27701544650839 84.542179 0.0336459033446406 0.251382923710697 0.228376396144139 78.3233333333333
"6040" 11.69589 306.2646 1.27571427991923 82.425202 0.0351550758428816 0.274316295054091 0.240388132954067 73.8433333333333
"6041" 11.3729 305.5426 1.27533771430705 81.406587 0.0442377493867 0.262361789967884 0.238488694000741 81.0266666666667
"6042" 10.81225 298.9775 1.27587029335709 82.452382 0.0303445721288353 0.237941571859831 0.234636995053859 82.8433333333333
"6043" 11.40094 299.8459 1.27517940339802 81.157638 0.0225602450324272 0.190352261133809 0.227812026306912 79.06
"6044" 11.78818 296.8011 1.27575540521616 80.917016 0.02150104596299 0.240937364261403 0.241941180508801 78.5333333333333
"6045" 11.71189 292.5369 1.27645069096022 82.907237 0.0357962890703379 0.249285463986918 0.21998260364922 79.2733333333333
"6046" 11.36693 291.0865 1.27733258364289 85.2809 0.0327012570676515 0.267939942649971 0.209661603364973 85.6666666666667
"6047" 11.52056 292.4392 1.2783274052369 86.071395 0.0513458547153958 0.257508522824423 0.23077547161436 84.39
"6048" 11.93796 292.1936 1.27826888388793 85.393968 0.0328762954474634 0.261878232706952 0.198607760644868 83.3666666666667
"6049" 12.11527 294.1948 1.2786061240187 85.688145 0.0410427831983934 0.27143095872971 0.233489698025072 80.41
"6050" 12.28143 297.0703 1.27803928494527 84.487629 0.033882088649286 0.257108229888324 0.214248124065408 73.51
"6051" 11.87739 293.954 1.27795002228802 84.515995 0.0345663314920197 0.214914702806082 0.216922388212653 76.0333333333333
"6052" 11.78897 293.7217 1.2782883390283 84.715354 0.0466618033636526 0.222394325656575 0.237034766644137 83.52
"6053" 12.49982 297.261 1.27678679302087 82.967343 0.0249451032094862 0.196957957178598 0.23479925043594 81.6533333333333
"6054" 12.13083 298.9518 1.27660856275835 82.457339 0.0302356557630434 0.278930523839182 0.244697041625859 90.82
"6055" 12.04596 296.5028 1.27681382607468 82.798135 0.0266158861560224 0.294240507047292 0.243714567792071 93.1233333333333
"6056" 12.36445 295.5654 1.27773237378151 83.782036 0.0326829418211081 0.247605763555232 0.231932066330606 92.8066666666667
"6057" 11.83171 295.9756 1.27789357322184 84.569355 0.0512638916944381 0.253687766349644 0.212408362045922 98.74
"6058" 11.76541 300.0679 1.27864996423644 86.281463 0.055483778295869 0.314987988495898 0.240249765206385 99.6933333333333
"6059" 12.36992 300.4721 1.2777001609204 84.528888 0.0325645194148386 0.292656432009652 0.214982134667782 96.71
"6060" 12.77516 299.7734 1.27793356102033 84.393204 0.0295913710669769 0.274969976998469 0.21449538130209 98.77
"6061" 12.64411 300.8724 1.27797807185557 84.59078 0.0306174337300134 0.251718124624577 0.210790102473167 91.8333333333333
"6062" 13.00685 300.2823 1.27885012820596 85.345566 0.0331882584945625 0.24943013256291 0.19892781383403 82.2666666666667
"6063" 13.04053 300.227 1.2790357110945 85.738729 0.0325131263836669 0.284276948768074 0.206878707603935 77.4366666666667
"6064" 13.18342 302.4934 1.27890358468949 85.005168 0.0338039977486874 0.283783431052915 0.19845915034446 88.1633333333333
"6065" 13.34882 303.0426 1.27924680894404 85.218216 0.0337233403401949 0.282065634390204 0.207460670256034 73.5366666666667
"6066" 13.09636 304.7118 1.27905687383394 85.174774 0.0373704983674853 0.255527816321555 0.205903024857518 74.93
"6067" 12.93907 304.6168 1.27936663493829 85.377307 0.0294094706961165 0.232351379853442 0.194236987964008 67.3
"6068" 12.63339 304.7448 1.2794680639987 85.781579 0.043576071030816 0.239849285007358 0.186676048721105 68.59
"6069" 12.08694 304.6804 1.27981726464149 86.493119 0.0304000516259698 0.234657346995423 0.210468135204551 73.3166666666667
"6070" 12.31394 309.4663 1.27978862738075 86.895608 0.039995517275543 0.298708834771588 0.223400687463855 53.4633333333333
"6071" 12.2657 311.181 1.27928804970999 86.440753 0.0317169668261901 0.306883742721122 0.231443794266375 46.6466666666667
"6072" 11.6473 311.9327 1.27995918945374 86.412587 0.0327570338189967 0.304813123017817 0.221965602720439 18.0133333333333
"6073" 12.0051 312.8084 1.27946162350111 86.750801 0.039513598387352 0.313734965225815 0.24367434983844 38.5033333333333
"6074" 12.01708 314.1304 1.27940267368262 86.469713 0.0459972472514122 0.313393666997616 0.233557386720872 31.0166666666667
"6075" 12.18592 314.8011 1.27949551980612 86.502841 0.0424397337254799 0.280631002340204 0.210371737622057 41.3166666666667
"6076" 11.97358 315.0476 1.27977419814105 86.787102 0.0360027827934502 0.307551745676391 0.228448976929756 33.7066666666667
"6077" 11.84823 317.3455 1.27983415419415 87.075331 0.0369435519060653 0.302306933720269 0.211359256969295 50.17
"6078" 11.24107 320.6324 1.27967774995353 87.27469 0.0311821027713554 0.304013370545241 0.224491469446533 47.9033333333333
"6079" 10.38029 319.6428 1.27990121455829 87.482976 0.035194980101712 0.299592758969892 0.241190504066612 37.2433333333333
"6080" 10.18251 322.1268 1.28064295645199 87.977306 0.0315270399930862 0.316989793709042 0.244162813491333 31.3433333333333
"6081" 9.028197 330.7826 1.2806621160377 88.50159 0.0634115316712739 0.207608397588166 0.204643745716203 31.2766666666667
"6082" 9.007876 328.3969 1.2809273572621 88.57578 0.0658867084760048 0.218124495658687 0.218421245375281 22.45
"6083" 9.152933 326.9773 1.28097685789747 88.720986 0.0573826116721274 0.212785183730296 0.241656464508677 21.7233333333333
"6084" 8.552302 330.7195 1.28096743235599 88.949703 0.0868541241878503 0.252426429239544 0.228420088492105 29.8033333333333
"6085" 7.789949 332.9556 1.28086363620498 89.11018 0.0929020716310209 0.379712132413235 0.169190167716765 33.2533333333333
"6086" 7.461004 330.7651 1.28115162966465 89.277999 0.0766582754814231 0.326286526275434 0.182487457480342 27.1266666666667
"6087" 7.431492 329.5669 1.28225162409384 89.675925 0.0699578765609921 0.276508579191493 0.196287311475252 23.96
"6088" 7.258784 335.066 1.28157977739727 89.896708 0.105518830702222 0.411091096368648 0.210345100021129 19.6633333333333
"6089" 7.297919 327.953 1.2823888814204 89.962169 0.077957634224222 0.289977538960365 0.212462450770011 19.8766666666667
"6090" 7.388267 331.0688 1.28197443030699 90.329744 0.0670843649803127 0.316163793399528 0.243346175408726 17.0366666666667
"6091" 6.985767 335.8016 1.28208063770036 90.30098 0.102230764352719 0.471352482110698 0.234429065447314 13.88
"6092" 7.440362 338.3618 1.2817821162177 90.034572 0.108654686425203 0.50391577971894 0.303218375021255 11.8566666666667
"6093" 7.355098 339.7024 1.28199025113459 89.705085 0.10515681776096 0.540867503742921 0.272796835778424 9.44333333333333
"6094" 7.035857 339.0652 1.28217128123091 89.838188 0.109463552201246 0.511083338869076 0.298288032188049 9.58333333333333
"6095" 6.678619 337.9507 1.2824158215672 90.08377 0.102106124035523 0.446261373787448 0.240906006465229 7.00333333333333
"6096" 6.841223 340.7542 1.28264441017069 90.458283 0.0816914461054697 0.381795054991424 0.237707721651677 8.07333333333333
"6097" 6.143187 340.0134 1.28290009341287 90.734413 0.102569708524256 0.433933051948255 0.221546319304005 7.81
"6098" 5.947077 344.8581 1.28332474650303 91.009549 0.0801513583900124 0.466147154683093 0.273686031631572 4.32666666666667
"6099" 6.10349 347.2317 1.2838131845017 91.268219 0.0361364891234359 0.385165420718141 0.2572555292795 3.93666666666667
"6100" 5.432303 340.2924 1.28432721058706 91.397952 0.0790877460259489 0.425121457151437 0.23220949608208 4.92333333333333
"6101" 5.07938 334.045 1.2842319704589 91.640751 0.0763777272029263 0.33465370620491 0.197637389640798 3.82333333333333
"6102" 5.087351 335.9896 1.28450913432523 92.014476 0.0759053188977918 0.285064980126665 0.129840316085086 5.26666666666667
"6103" 4.813966 341.1418 1.28453507701442 92.232283 0.103971008519794 0.415398931380272 0.235425164561123 3.92
"6104" 4.662284 338.6365 1.28473431385067 92.43422 0.0826755083988878 0.405118831605422 0.0927737738470235 3.88333333333333
"6105" 4.685813 340.3243 1.28472301860028 92.679603 0.0845570875320889 0.326779581576023 0.147800177673179 5.71666666666667
"6106" 4.710032 338.3382 1.28542423526556 92.874002 0.087033506354097 0.253300822109752 0.133356736940556 6.25
"6107" 3.823954 214.5063 1.29251399261667 97.907572 0.130471443955654 0.0897145158021215 0.114112348631686 2.62
"6108" 4.308623 210.2495 1.2925798070367 98.035716 0.0880194205898265 0.00689523001055795 0.16179145825794 2.26666666666667
"6109" 4.144976 211.8393 1.29267330435595 98.135893 0.121423549858914 0.0425466691266916 0.12413714051178 1.80666666666667
"6110" 3.874975 220.2429 1.29225402076981 99.659747 0.0560951490009613 0.240325495990755 0.0398220441661195 3.10333333333333
"6111" 3.900749 218.4297 1.29187103335512 99.661137 0.0571465377546723 0.167358181945072 0.063813263698317 3.36
"6112" 5.248175 204.5504 1.29379101539018 99.663916 0.0307336740867063 0.00682721361268471 0.0293984836901892 4.50666666666667
"6113" 5.051071 198.1667 1.2967700111593 99.661534 0.0411305641912379 0.113796683178409 0.00985956308602885 4.52333333333333
"6114" 4.670737 205.3667 1.29653562998859 99.663916 0.0610088514938863 0.300359496899874 0.137233697193539 7.41
"6115" 4.729343 207.7204 1.29663576634443 99.664508 0.0695934297850674 0.335667023630833 0.106570511402192 8.35666666666667
"6116" 4.872588 203.7269 1.29666882649563 99.667487 0.0627697026713525 0.257697179485606 0.0140641136100314 10.18
"6117" 4.830678 210.236 1.29583415644141 99.663916 0.0683941053409066 0.343792432440671 0.051993292148642 13.8266666666667
"6118" 5.092243 210.2441 1.29546191693424 99.668676 0.0515739134994147 0.269134269006091 0.0269322212562294 14.7
"6119" 5.711945 214.5907 1.29489660083502 99.666494 0.0660203135709465 0.0845424689782728 0.137189189598849 13.9866666666667
"6120" 7.06006 229.6738 1.28075676411211 78.637182 0.0177472854338348 0.0268169916712203 0.343001919027222 14.32
"6121" 7.034141 227.8258 1.27756717485679 75.590261 0.0149179551561449 0.0722719730235191 0.322977735278733 15.9633333333333
"6122" 7.049891 227.8199 1.27886468706635 78.049619 0.0126522367508944 0.103740143254249 0.334311781081135 16.29
"6123" 7.107263 221.6528 1.28128037304455 82.195296 0.0152098494174199 0.0738066850880836 0.221951865693623 13.9366666666667
"6124" 7.169976 225.3203 1.28225356273442 84.098434 0.0226672585793872 0.120704760997047 0.360550558105398 12.8766666666667
"6125" 7.420313 226.2851 1.28308389840864 85.712348 0.0172801875069151 0.120200566256244 0.329705858960988 14.7333333333333
"6126" 7.165549 223.9268 1.28308553049838 85.695883 0.0180117671374517 0.164988474661237 0.240173084878915 13.8266666666667
"6127" 7.323886 222.6041 1.28198963683724 85.063291 0.0128251204346982 0.143508319651966 0.247360428059904 14.2066666666667
"6128" 7.494285 222.118 1.28276999535917 85.094435 0.0142324984971882 0.157993147924325 0.269738567345375 16.16
"6129" 7.529684 223.4626 1.28215675414118 85.489782 0.012029807625393 0.137561619344344 0.246083272262611 17.7
"6130" 7.387802 225.4828 1.28252043325791 85.089872 0.01571950628888 0.150836338358704 0.286337956697733 19.5366666666667
"6131" 7.299202 225.9748 1.28256983475676 86.460789 0.017871364568346 0.0806857027695526 0.316631139879473 19.7633333333333
"6132" 7.424852 227.8807 1.28342981355491 86.709342 0.0146797134811576 0.0972712667330964 0.377344657965463 15.0066666666667
"6133" 7.477557 228.445 1.28237994784475 86.635153 0.0119883165049762 0.100712343499188 0.337621151977863 14.68
"6134" 7.532972 236.2889 1.27918858346773 82.386323 0.0122461174686432 0.0952229704990635 0.477231347783229 18.7066666666667
"6135" 7.085209 244.645 1.27984049745881 81.861246 0.0162355408287885 0.176807983445677 0.30864874853519 12.9033333333333
"6136" 9.124143 239.0424 1.27312265601628 67.135848 0.0148341822349781 0.0840774395250258 0.542607563644531 31.9733333333333
"6137" 9.357303 237.7849 1.27265372998215 67.789468 0.0216370251128985 0.0681563383707429 0.482460523822011 26.2
"6138" 9.07601 235.8675 1.27368719150428 69.246871 0.0130196639272103 0.168421235780708 0.526488343673545 31.2566666666667
"6139" 8.942099 236.1199 1.27436675868496 70.433307 0.0248897154907366 0.255495270854196 0.453048670671195 32.4066666666667
"6140" 8.639779 236.3718 1.2754595348471 71.94804 0.0230747684634063 0.310062084893046 0.411005116351304 31.7033333333333
"6141" 8.408913 236.2684 1.27814391095942 76.551154 0.0203112578284494 0.291370406092748 0.405757630956396 26.9966666666667
"6142" 8.654725 238.2088 1.2776465245167 76.619148 0.0174086756078327 0.0428860959052652 0.397692917079085 27.5633333333333
"6143" 8.475315 237.1239 1.27836102126999 78.517766 0.0264464860598102 0.00916875786319888 0.399403269236396 24.7666666666667
"6144" 8.181351 237.0087 1.27974561520704 79.93609 0.0296425859249897 0.0303530199645465 0.446468037940352 22.7766666666667
"6145" 8.015619 244.9936 1.27969895072603 83.119094 0.0449505396900726 0.0946332099073963 0.315289448983759 11.2166666666667
"6146" 7.146719 259.8662 1.27659182478576 80.568486 0.0349452804846532 0.38331665284609 0.173893485631468 8.13
"6147" 6.941291 267.7229 1.27664183563725 80.790856 0.0379836402190889 0.319968487448322 0.250628229781757 11.97
"6148" 7.171275 274.7455 1.27765239414753 82.640829 0.0426520528079038 0.276123188344053 0.293081965267852 16.0766666666667
"6149" 7.218446 278.3722 1.27825378801852 84.197218 0.028738817191401 0.195537413919955 0.301824973299649 11.8166666666667
"6150" 6.975165 286.7769 1.27827576001732 84.975214 0.0485911659437447 0.0759497975014878 0.26899329671847 15.2233333333333
"6151" 6.701138 292.1442 1.27861457421248 85.517946 0.0607790796130448 0.118097098036305 0.169846777525602 16.95
"6152" 6.852161 306.5112 1.2794097328284 86.617301 0.048162455610719 0.166206727978449 0.264357408051743 12.98
"6153" 6.679341 316.4115 1.27996292159898 87.591879 0.0462945521122518 0.0612460240013373 0.332349215298533 14.91
"6154" 5.837755 334.3616 1.27916703629991 87.387561 0.101629290711926 0.205167099786641 0.24353654734135 17.0966666666667
"6155" 6.465973 349.1787 1.2782030757057 85.800025 0.141129571682406 0.465503784307181 0.235574838890499 14.91
"6156" 6.743818 23.67938 1.28086469374146 86.604605 0.0583470668988991 0.475894524979229 0.307783136155438 22.8766666666667
"6157" 5.690933 33.18273 1.28055663337447 84.386064 0.125876828983929 0.672432050204316 0.345746508762441 23.5933333333333
"6158" 7.497798 23.89554 1.28150444852654 85.125976 0.0564015461606194 0.477754688407246 0.451923199678611 24.2933333333333
"6159" 8.625937 25.16911 1.27993364952517 78.338044 0.032403876819411 0.226531370573841 0.471104927156074 17.6933333333333
"6160" 8.540385 25.22601 1.28122439419139 80.985256 0.0208786957496647 0.336908747169431 0.502671156249342 15.77
"6161" 8.639266 24.5215 1.28084872525208 81.435746 0.0321223816930744 0.223415707332836 0.455264344223564 15.1133333333333
"6162" 8.807612 22.43295 1.28107407993984 80.767648 0.0574498286255117 0.219723285549794 0.506990412799972 13.33
"6163" 9.310821 23.12453 1.27959512236689 79.452472 0.0334779177904934 0.131749329636924 0.492043014667274 18.7566666666667
"6164" 8.726502 22.9089 1.27986396727447 79.327302 0.028925244043948 0.164547848642011 0.453640760607235 17.3633333333333
"6165" 7.703675 24.47913 1.28115115693099 81.72358 0.0501356170918425 0.227218235331391 0.3652731803207 15.2433333333333
"6166" 6.615024 23.86256 1.28355099212144 85.689139 0.0461362800800118 0.229550877906636 0.475476053736539 26.3366666666667
"6167" 6.257866 21.83787 1.2854425880282 88.563678 0.0467621390422869 0.589579186538818 0.392574149469393 26.2033333333333
"6168" 6.218811 22.60363 1.28697215638388 90.359497 0.0465819913163465 0.225365873326491 0.38333620323251 47.4266666666667
"6169" 8.986239 28.15658 1.2906802632037 94.818197 0.0773680401778764 0.0537382155986803 0.0981773759190433 27.7
"6170" 7.897187 30.90698 1.29249451437722 96.176817 0.0709212153644076 0.0829344649206955 0.0604431784271814 33.87
"6171" 7.9765 34.6829 1.29324170770147 97.762964 0.069769234626716 0.00524016208200597 0.068730613084403 37.0766666666667
"6172" 7.914926 34.86348 1.29369017492693 98.236464 0.0693933714604533 0.0464104594049324 0.0746892204717847 33.8666666666667
"6173" 8.047842 34.24495 1.29423834291803 98.758367 0.070078301736043 0.00169082218857112 0.076922131521371 27.6233333333333
"6174" 7.381755 38.61692 1.29476410689471 99.080317 0.0865467358372094 0.0579460769852661 0.046978363116718 31.4466666666667
"6175" 7.339685 40.86036 1.29488026177937 99.341568 0.0861265980760755 0.0643165625544112 0.0704398023548053 28.7633333333333
"6176" 7.518568 40.33535 1.29543970594306 99.43123 0.102267120547423 0.094949585059833 0.0539403565349537 14.0166666666667
"6177" 7.980798 38.08579 1.29522491938386 99.564729 0.0825435000359613 0.055169945470713 0.059293189241399 24.5
"6178" 7.687781 39.61968 1.29615102051671 99.646457 0.091984019836153 0.0408129836246698 0.0484955287915265 20.9466666666667
"6179" 7.44936 42.14355 1.29568820208573 99.661732 0.0816835540234329 0.0610721224359442 0.026323392183777 15.6766666666667
"6180" 6.829707 43.65556 1.29556414258345 99.660345 0.0943035623636563 0.119932690530916 0.0519962663027588 11.12
"6181" 6.676389 43.73067 1.29545082037822 99.661732 0.0735315153146409 0.137150948780931 0.0333524521527867 11.2766666666667
"6182" 6.916061 43.36873 1.29609350119275 99.662129 0.0916835319989225 0.143520053854074 0.0499133095155506 6.55
"6183" 6.520939 46.48855 1.29650928991585 99.660937 0.0946610143109758 0.164415554021422 0.0682454611241983 2.36333333333333
"6184" 7.796189 51.02639 1.29598135586652 99.660541 0.0519694045385508 0.0243510310762557 0.0857876748707877 2.15666666666667
"6185" 6.933431 53.24919 1.2951270559359 99.660541 0.103785283216924 0.0772566220031822 0.118609895839369 15.0633333333333
"6186" 5.459089 59.84303 1.294858767766 99.661734 0.0816714290607829 0.0980346122630604 0.109605341269257 19.35
"6187" 5.145701 63.42852 1.29419353595208 99.659748 0.119056101394154 0.144700492465852 0.137150134378473 27.3
"6188" 4.598272 58.66474 1.29356857454353 99.657567 0.0709835346843336 0.332704526522053 0.0965692868221835 25.8066666666667
"6189" 4.221819 53.72273 1.29292934594875 99.657763 0.115412811397173 0.373572762574718 0.279187411689176 28.57
"6190" 7.313782 32.0718 1.29628883039093 93.269547 0.0541833623151469 0.0531179662849637 0.0495888709484147 15.2933333333333
"6191" 6.893526 33.92192 1.29563512315408 92.631794 0.0487359299145314 0.0437109352779583 0.0410232755155858 9.77333333333333
"6192" 7.014541 35.32105 1.29502279672986 90.760002 0.0559136513707739 0.0187592294183273 0.0912899455577632 6.68
"6193" 6.15751 39.19609 1.29409367836564 88.38396 0.0867562375050954 0.245037343531625 0.0310302708264292 8.36666666666667
"6194" 6.152249 40.88432 1.29362660873301 86.023786 0.0683712574052188 0.0921287915926408 0.0439057698282579 14.6666666666667
"6195" 5.567192 44.58451 1.29400381204332 87.444094 0.0850697443163448 0.328788396647937 0.009306205536279 13.15
"6196" 5.605654 44.79244 1.29374621490195 86.426668 0.0787230357064492 0.316501868504509 0.0580773088684555 11.28
"6197" 5.173545 44.36015 1.29386520885279 86.329668 0.088167301144573 0.380156254514889 0.0439248945441375 13.09
